total_rooms,population,households,median_house_value
1824,720,309,183700
2604,988,442,123100
625,533,159,65400
2995,1392,503,98800
2501,1171,550,76700
2373,990,444,98300
2259,766,385,105400
930,463,185,90600
1271,2019,524,81300
2375,1167,471,87500
3375,1388,631,93800
495,284,97,55700
3274,2050,738,55700
2608,1322,528,70000
1005,492,172,72800
941,414,171,69900
965,498,195,75200
1023,550,224,54400
527,367,152,63600
948,749,208,52700
583,310,93,54200
1633,885,413,54200
1765,1056,414,48300
1189,891,292,50500
1288,846,293,63100
940,690,181,62300
2398,1143,444,69800
855,716,206,75000
1511,892,304,63500
1703,1208,373,55300
819,677,183,59300
1841,1368,390,62000
461,382,79,54000
535,335,102,62800
2205,1730,472,68300
874,788,222,57700
2001,1384,401,62200
361,169,62,63800
1509,967,278,65900
2232,1857,435,113600
1185,960,245,65000
964,782,218,55900
1673,1734,400,48300
2109,2248,588,53000
1610,1409,365,51700
1451,1413,283,61200
2680,2188,611,56700
499,451,124,60300
2806,2268,635,57700
2488,1854,514,59100
1438,1294,342,61800
1491,1223,343,67800
1061,851,195,61600
1096,1175,278,73100
820,576,155,65900
1556,1140,304,81400
3308,3201,720,73900
450,236,103,80400
886,517,188,67200
1175,951,267,57700
2351,1591,549,57200
2204,1277,435,59200
811,514,152,89200
1514,1121,337,58400
1737,1177,347,56400
1484,1163,336,72100
2109,1742,426,66000
590,315,99,85700
4535,1562,743,225800
3564,1539,699,152400
1649,732,350,123800
2430,1016,314,242000
2682,1520,601,94400
926,451,198,173300
2178,1192,579,87100
1080,507,182,166900
2033,1114,446,175000
1612,630,255,155100
3877,1642,647,129200
4474,2177,884,98900
1383,531,203,151900
1903,919,359,96400
391,171,79,102800
1795,1114,472,101500
2105,781,483,87500
3731,1679,750,119600
4472,1837,976,175900
4487,2195,780,194600
3111,1178,525,234700
3103,3061,861,110300
1591,1916,536,94600
2370,1129,386,176500
1564,643,347,150000
1801,684,350,134900
2628,1158,393,191700
2854,1109,452,136400
4375,2038,709,133800
1466,608,254,162100
1964,915,335,119800
4213,2071,714,130800
1708,906,288,130600
2477,1234,377,162100
4303,2206,621,159100
6217,3771,961,146000
2167,1290,351,148200
667,267,90,244700
3295,2279,576,146400
1933,965,260,142700
629,635,146,126700
4045,1862,625,143100
2903,1325,423,145600
1421,657,209,153900
1904,895,242,155700
2707,1200,380,133500
1665,1301,259,132300
3158,1596,528,131300
2356,1378,481,138800
3583,2183,643,140700
2229,1010,474,206100
3461,1518,741,78700
249,167,45,92800
3050,1743,549,105300
2474,1947,524,98400
2851,1544,499,99100
4893,3036,997,110000
4038,3440,942,112300
3135,1650,680,105300
3706,3785,1019,100000
2289,1215,435,100000
2918,1338,544,116200
2097,977,358,108400
908,306,154,131900
4157,2734,879,92100
2547,1547,501,95500
3251,1890,668,104800
2101,1304,511,101600
2575,1367,645,90500
2668,1713,444,117600
1014,712,197,102800
1409,782,222,107700
2128,1860,459,97300
4356,1629,818,91100
3585,2769,715,94100
2021,1615,406,111300
826,684,166,107400
2006,1849,396,99000
2717,3343,643,106300
2866,1404,525,95000
1515,491,348,87500
1392,1784,309,124500
6403,3327,957,137900
1868,1258,389,95900
69,50,20,120800
378,164,65,82800
342,138,52,155000
122,62,25,112500
1967,1035,361,106800
3080,1257,465,201800
2397,1053,557,112500
1829,677,243,247900
343,116,49,212500
2465,859,315,220700
1841,783,285,162100
1526,790,300,125000
446,182,57,135000
429,179,90,87500
1471,721,304,126800
523,226,72,153100
849,373,131,181300
440,270,97,157700
703,290,107,177100
253,201,51,156300
608,287,83,125000
2450,1459,478,130900
1374,769,229,130400
2081,1342,411,59000
1621,909,345,99700
268,77,49,150000
336,206,73,121400
1055,629,170,76900
411,193,59,146900
50,20,6,137500
465,256,93,158300
371,171,70,55700
968,664,240,83600
1010,678,234,104000
226,125,38,125000
161,1542,30,162500
488,308,115,103100
98,59,26,162500
1860,1848,293,162500
1158,1094,224,156300
3192,1768,626,123500
1507,868,283,96300
2051,878,318,185700
2049,1071,369,240800
3136,1327,467,186900
1706,923,284,147200
5428,2725,902,130100
393,134,57,178100
561,240,69,202800
633,236,83,230000
930,525,201,155000
335,154,55,175000
1185,533,213,204500
2103,1167,391,152800
836,303,133,127400
3507,1867,709,120700
2770,1409,535,101800
1500,674,282,110800
1008,453,195,113500
1004,470,192,116700
2864,1298,499,131800
4183,1886,628,175300
3278,1431,575,99500
3557,2659,894,86900
929,576,229,137500
2803,1223,509,128800
1892,804,352,143200
1081,437,225,114100
2402,1197,486,98200
3366,1916,697,125400
3268,1906,628,110700
2356,1043,443,108000
3168,1390,490,154800
2256,937,372,153700
1534,741,263,132500
1792,767,263,229300
5979,2679,1084,171700
3163,2106,762,103000
2974,1559,568,136800
2039,1178,375,120100
2432,1441,606,133100
1551,785,281,163300
2614,1862,654,70700
2232,1455,471,87800
1419,1226,397,68800
1818,1182,428,73800
1305,789,235,91100
2058,933,316,150900
2770,1611,633,115100
1174,464,261,133300
3371,1823,654,116800
2607,2016,618,82900
2549,2053,648,83100
2593,1365,457,113000
4411,2038,732,151200
1337,744,225,244200
2643,1455,444,146700
1953,999,316,122500
2591,1371,479,113900
651,301,104,200000
4176,2164,699,174200
3326,1544,511,166300
762,358,141,105000
2400,1085,444,165200
2333,1073,332,161100
1683,873,258,176900
2474,1649,453,156500
1083,471,178,187500
2064,1021,359,152200
683,505,141,158900
2564,1198,459,113400
4030,2248,766,141300
2458,1227,481,110900
2368,1231,403,141900
2262,1156,404,157600
2916,1466,473,200000
1713,1258,324,169400
677,523,159,97100
409,244,98,90900
1107,573,210,102200
2376,1175,441,134600
1126,667,235,125900
3886,1605,529,182700
1853,958,340,149000
2606,1252,397,192100
4956,3006,915,139000
2430,1292,391,182400
2123,1310,368,165600
2879,1802,530,126100
2608,1719,554,94400
1038,521,211,91900
2404,1531,506,124300
699,460,170,94200
300,160,73,120800
370,167,70,101800
811,446,198,96900
1862,971,389,99200
1883,999,301,172100
3264,1512,567,135300
1698,927,313,130800
866,502,149,101500
311,171,54,101800
3667,2173,652,163900
1283,3082,239,111800
2506,1316,398,197600
3415,1912,562,161400
395,193,72,212500
4019,1959,782,175000
1326,509,297,112500
58,79,29,106300
273,149,49,158300
5151,2553,805,195000
1853,1013,362,173900
335,247,77,74100
1052,712,212,105000
2152,1320,457,101900
1922,1130,372,117900
3107,1549,443,169400
1985,1198,389,116800
2451,1155,533,130800
3883,2319,787,161000
2906,1886,557,137100
1811,1191,327,121500
4452,2740,937,141500
2085,1236,345,149300
1289,867,239,138500
1847,1030,309,155300
1347,713,225,155700
6169,3378,945,157900
1034,604,192,120000
284,130,47,179200
110,69,24,475000
1170,830,216,127500
696,443,144,86300
9205,5935,1673,119400
2610,1290,452,222800
2706,1236,474,322400
807,585,166,163500
2364,1264,390,274200
1544,825,286,327300
2039,862,330,222900
2239,766,219,240200
1365,591,156,215100
8297,4189,1271,170700
5501,2964,1009,162100
1999,1061,390,121400
818,340,138,133500
773,320,134,152500
796,313,152,153200
1329,683,233,128700
1280,754,294,132000
1717,855,303,127300
1207,699,279,117600
876,426,179,119800
859,427,176,110400
1912,1065,388,125000
2125,1358,464,147600
7264,3670,1146,194800
3846,2360,635,164800
1875,970,381,141700
918,417,166,151300
2229,1199,445,170600
1393,915,355,103100
966,589,228,108300
994,623,264,111500
456,370,106,112500
8363,3907,1068,208100
1718,1312,388,134700
2682,883,271,196700
1630,4402,358,63000
1494,781,255,250000
1594,887,287,294000
5020,2105,796,248700
8997,1825,756,154300
1914,1130,421,90600
3487,2352,796,144900
2564,1301,481,114000
3044,1456,608,140000
3451,1550,653,161700
3476,1476,567,195200
2690,1085,381,256700
12779,6085,2157,168100
5782,3026,1130,113500
3466,2356,619,158200
4267,2065,691,162700
4760,2459,734,142100
4461,1795,640,206900
6044,2239,972,264600
5383,1880,796,271200
4109,1298,626,320800
2059,636,278,278800
3493,1481,666,184200
1664,629,279,188300
2787,1106,501,186200
2168,782,374,278100
3418,970,453,279400
6346,1769,887,283600
1033,588,187,226900
4323,1650,705,266800
2863,930,533,221100
3279,1397,646,200000
2046,846,410,227300
3276,1520,613,207800
4155,2112,755,192700
3522,1780,662,215800
3252,1814,660,183200
2419,1279,522,189600
1576,595,262,266300
4197,1656,732,183900
3100,1515,609,196100
2062,781,316,317700
3924,1325,638,293900
2200,996,365,330000
3389,1309,520,204500
1940,850,298,249600
1932,1380,472,253600
2272,1689,649,195000
1540,1799,635,500001
626,3574,261,300000
3952,1469,571,328800
1785,1344,472,222900
896,548,231,165900
2034,768,316,258900
2365,1446,490,225900
3298,1862,687,221500
1630,704,263,251300
2163,1153,599,233300
2773,1358,794,209600
2054,1170,494,206300
2254,1237,590,227100
2217,1107,527,192600
1664,1077,461,174200
2719,1386,570,208200
5540,2383,1165,226200
4202,2309,956,231700
3504,1490,506,337000
1354,753,290,225000
4225,1795,704,247000
2236,1036,437,219300
1248,722,225,221800
3768,1884,664,239900
2568,1149,398,331600
1704,918,310,208000
4210,1933,867,262500
118,6532,13,350000
4413,2003,725,253300
4208,1634,806,233700
164,542,32,42500
3414,1236,632,336200
5138,1838,645,380000
5805,1919,932,357800
3100,1155,542,245900
2666,940,507,236100
2680,975,619,55000
7922,2863,1197,275000
6638,2710,966,295500
5818,2324,845,267600
1656,866,317,195200
2920,1068,552,156800
3642,1729,673,205400
3342,1342,593,217700
1671,935,340,163800
3055,1407,610,179700
2495,1292,501,153000
3098,1449,611,197800
1486,823,322,165400
3431,1777,701,190400
3430,1840,720,162000
3733,1839,739,158500
2949,1425,548,178100
3971,1792,723,209900
2241,1521,509,155800
1240,768,288,160000
1583,704,269,268300
2919,1896,577,142100
2799,2015,592,143600
3290,1497,655,178200
523,374,95,106300
2364,1257,380,273100
6788,2866,1036,280200
1317,655,243,329700
2819,1068,365,270800
947,477,137,315000
5209,2284,809,346100
2314,1549,463,152600
1315,926,249,144800
10463,4660,1715,277300
2721,1672,492,204800
2758,1291,522,181400
1701,941,293,209100
3369,1834,646,173800
2752,1422,545,175000
1861,1040,363,163900
4422,2307,885,171300
2310,1341,441,166900
5876,2877,1304,146400
2666,1203,429,222400
2608,1351,502,205800
2339,1097,416,176100
2474,1269,431,184800
3748,1860,612,225600
3979,1834,671,172100
9613,4487,1653,250600
3098,1433,434,292900
4161,1609,615,267500
1649,671,264,69800
3043,1457,545,158600
6725,3139,1029,261600
416,936,97,117200
3595,1649,755,253400
2267,1045,459,272200
592,340,143,315200
1817,1376,382,214200
2080,1781,478,215300
4299,2249,788,290400
1733,959,348,281700
3523,1705,608,258100
2193,1814,489,230100
1441,1159,286,233700
2244,1948,423,251500
6457,4375,1231,267000
1028,904,261,238600
1983,1577,414,266700
3029,2436,700,243200
3290,2466,666,238600
364,339,98,214300
1799,1436,389,239900
876,713,203,235900
2034,1491,373,236500
1046,822,239,224400
2076,1738,445,232100
4167,2923,1314,307000
4492,3477,1537,297900
3615,1571,615,314200
1048,455,152,417600
3988,1793,708,292500
5275,2892,842,266400
2405,1583,471,238000
3795,2494,696,260300
1946,828,313,287700
1344,782,265,275600
2347,1259,481,264300
2644,1465,430,277000
2576,1273,433,272800
737,370,136,281300
2447,2104,657,239100
837,606,199,258800
2993,1594,546,252400
2661,1384,456,257500
4302,3320,1100,277700
2812,1983,681,229400
1720,1452,425,256100
1954,1130,367,304500
4077,2544,738,306700
3506,2296,645,268700
2897,2340,720,303700
2609,1746,464,294500
3718,2510,632,270800
3395,2258,945,319700
2359,884,504,87500
491,274,97,238600
5689,3752,1002,304300
4172,3226,790,297900
3372,2049,1021,146500
6082,3861,1198,284700
2751,2027,491,322900
1664,963,322,246400
2738,1545,493,263300
2535,1390,436,260900
5456,2761,916,280700
5277,2695,997,276200
3541,2259,770,278400
5108,3288,1405,252600
1447,799,275,265600
1814,1025,384,268400
2274,1255,397,226300
2155,1255,428,250700
2189,1063,409,302600
3520,1746,602,273500
725,335,140,327600
1385,1096,353,246700
1075,906,294,242500
1294,1177,301,218800
694,658,225,237500
431,682,212,233300
3436,2583,817,232400
3253,2246,855,244000
1769,1102,377,281500
4402,2941,887,239800
8400,4101,1717,301000
4091,1861,771,272700
6326,3444,984,353300
2806,1617,396,353700
8676,5130,1574,262000
3523,2150,666,251200
8103,5023,1605,236200
7778,4674,1451,272400
4582,2325,1040,275000
3348,1817,668,227400
3109,1472,618,263900
696,398,162,254100
1256,785,297,234600
2589,1386,608,228200
120,50,27,281000
4551,2208,834,279300
1481,747,254,262100
2683,1498,484,262500
1521,736,241,237500
2197,971,326,241700
1331,598,225,345500
64,59,21,450000
3507,1697,660,270600
5889,2784,923,273000
4648,2282,814,249000
12902,6160,2082,325800
6728,3783,1310,280400
3507,1712,509,344600
4946,2683,824,302100
5113,3004,964,281300
4135,2154,742,342300
10252,4790,2428,344500
1464,636,259,284100
2975,1479,577,273600
1866,822,305,341300
1355,682,246,324700
1545,756,282,308100
1040,669,405,137500
1811,796,333,292900
2367,1141,400,319000
1017,407,159,306800
1538,671,247,317900
3119,1807,696,242700
3586,2249,911,253000
4220,2720,1046,242500
98,68,19,212500
2748,1447,901,144200
66,30,12,275000
1252,878,287,228500
865,602,217,229100
1619,1064,335,224200
1204,921,247,215400
2084,1077,545,318400
2577,1867,566,265100
1770,1225,459,273100
1602,705,255,336400
1934,847,300,347400
4424,1915,817,412000
3562,1542,563,405100
2754,1128,395,466900
3931,1717,621,450000
2401,894,356,422400
5351,2558,1074,369300
1380,530,210,420300
2304,986,379,387100
707,381,156,340900
4497,1846,715,500001
2754,1163,479,500001
3052,1581,788,457700
2089,837,317,459200
6026,2314,892,500001
3281,1145,480,500001
2064,813,303,500001
520,185,76,450000
15,11,3,350000
4645,2156,1113,353800
1657,613,270,378100
2272,963,376,500000
2188,917,357,500000
1704,671,243,500001
2039,772,303,500001
3084,1324,571,374200
3325,1468,692,434000
2506,967,428,500001
1900,665,276,500001
1395,736,288,386400
2362,992,425,359900
2784,1622,698,372200
2495,1081,471,410800
2638,1352,718,350600
5039,2129,1536,345000
854,396,231,375000
2647,1254,555,433800
2059,800,308,500001
2697,810,279,500001
1774,588,207,500001
4684,1512,511,500001
7189,2440,846,500001
3562,1139,391,500001
4470,1507,504,500001
6184,2165,700,500001
1659,519,201,500001
2635,967,374,500001
2547,876,359,500001
2170,784,274,500001
3751,1691,846,300000
2543,1301,606,318400
3085,1453,896,290000
5144,2518,1447,287900
2784,1534,685,285400
3225,1958,656,273000
1990,1141,424,258300
1165,845,251,267300
1772,1573,401,233100
2574,2377,588,237900
3384,2626,793,234800
499,318,145,256300
3157,1603,629,292600
537,355,194,250000
2126,1112,597,283300
1150,377,243,237500
6394,2400,1496,500001
2016,691,288,500001
2339,1283,654,415000
1975,644,251,500001
2501,1050,410,500001
2565,870,309,500001
2465,843,324,500001
2351,1126,482,356900
900,371,166,296400
1437,607,263,369700
2151,849,370,397100
2199,827,319,500001
3661,1608,656,407200
3339,1354,458,464600
4493,1784,725,413000
2169,905,319,453100
3559,1747,550,411200
1729,769,352,458500
6645,2557,1032,480800
1338,535,221,376600
1833,751,306,384200
984,429,157,376800
1817,659,262,457200
1160,508,185,379100
4292,1758,987,340500
1748,984,371,337800
839,419,215,368200
1222,492,205,396900
2444,952,402,388200
1608,676,267,361700
2795,1183,443,387100
3931,1877,851,354100
1340,660,284,393800
1946,975,417,385400
1159,465,247,352800
3675,1930,715,342800
507,305,139,272900
1685,815,314,309700
1727,952,337,316000
1792,829,318,330100
1351,701,297,292900
1437,979,331,273700
2197,1193,394,271100
1973,1169,370,270900
1962,1267,382,271800
2406,1189,403,276100
1693,846,291,339400
1379,750,227,282000
805,445,139,289400
1873,945,333,274800
6474,2516,1390,305800
4576,1941,807,443800
1321,683,408,500001
4789,1840,763,338200
2118,770,318,376000
1958,811,284,483300
4199,2020,630,375700
3211,1553,812,292100
4921,1810,1073,322200
1422,395,195,327800
3264,1607,453,500001
1649,779,376,417300
2140,990,394,438800
3913,1752,557,419700
2126,905,306,500001
7283,3399,1298,391000
7995,3484,1198,404000
7976,3437,1338,430300
3789,2243,866,270100
5114,3169,1268,293200
2268,1151,449,293200
991,463,177,294200
1459,761,291,298100
1743,811,349,282400
2043,1089,504,310600
5417,2593,1098,438000
1980,970,391,310900
1145,586,254,267400
3710,2068,958,286700
4104,1837,771,388100
2958,1285,577,397800
1526,724,315,435200
2197,1228,373,397900
3767,1455,615,386800
2769,994,395,417000
2789,1156,404,391000
2297,871,342,382200
2328,969,354,435800
4042,1611,578,419200
14034,6266,2952,491200
1051,517,234,339700
1406,598,237,414800
3040,1374,518,426400
483,291,157,256300
672,351,136,258100
989,504,180,289400
348,154,73,253800
3996,1744,761,364900
3703,1611,1025,323800
2307,842,507,341500
878,393,186,360500
1812,752,329,345000
2607,1225,461,349600
2709,1156,510,395500
4420,1790,735,394700
6983,2818,1115,374800
4719,1980,757,405000
6499,2694,957,431300
7335,2626,1049,500001
4148,1638,627,457200
3542,1392,524,500001
4453,1805,672,451300
5480,2009,831,500001
3022,1235,477,495900
5067,1996,728,500001
863,281,99,500001
1183,455,171,314100
3507,1663,608,440300
1504,689,287,308800
645,265,103,305000
3183,1313,487,383200
2743,974,400,500001
4126,1722,668,362100
4459,2080,982,361900
2423,1010,407,362700
2956,1191,594,427600
4105,2561,909,265600
1535,1204,370,247200
840,1338,345,241700
2528,2437,861,225000
2570,3107,724,229500
1541,1564,558,250000
322,191,102,500001
6164,2198,975,435900
4428,1677,623,422500
5233,1690,907,311800
1472,876,292,366000
2962,1639,851,87500
7067,5380,1597,265300
505,326,216,237500
1326,1771,335,218100
640,991,160,270000
733,652,140,233600
1170,610,243,263500
886,492,173,267000
1300,608,292,286900
1371,589,301,312300
1927,846,362,278200
1053,939,267,320800
1403,1587,331,232800
1266,1991,334,202800
1777,1966,497,211000
733,497,175,255300
7740,4124,1743,322800
367,398,109,166700
5956,3571,1549,272800
3108,1895,717,267700
5264,3057,1265,276600
1578,879,388,298400
2283,1148,436,318600
2021,1117,432,303100
2643,1015,427,363700
4670,2103,933,333800
6841,2681,980,443300
4686,2254,845,343500
2742,986,421,496000
6090,3081,1075,343600
2586,1208,502,342700
4177,1586,660,395100
1617,758,246,469900
2888,1182,504,409300
1723,976,209,500001
2328,722,247,500001
4281,1318,484,500001
2560,921,301,500001
1777,577,207,500001
2529,831,258,500001
2959,985,365,500001
2848,852,327,500001
2581,1006,414,341700
2427,1178,408,352700
3687,3091,852,162600
2238,1949,457,157300
30,13,5,500001
1210,981,239,148900
2081,1931,373,160600
880,795,188,159400
1630,1546,371,173400
1576,1385,323,159400
1321,1133,287,159600
1276,955,287,155700
2247,1711,511,185600
1480,1126,301,166700
3373,2909,705,156600
1844,1634,417,145500
1560,1331,316,151500
4198,2678,1147,308600
5580,4165,1763,189000
1295,566,242,326400
1995,794,374,379600
2068,844,366,417800
196,76,42,412500
2663,1403,733,410200
2312,1044,282,500001
5419,2002,1138,500001
1828,766,378,500001
1025,388,232,500001
2061,817,385,460200
5257,2128,1264,394300
1636,853,439,464600
2237,948,346,500001
3383,1203,465,500001
4402,1616,631,500001
3626,1350,532,500001
1140,486,199,500001
2223,1050,417,444500
2392,937,406,472800
3294,1337,655,500001
1606,727,271,500001
5741,1843,888,500001
1945,512,300,500001
932,295,116,500001
975,324,146,500001
564,191,79,500001
1296,540,192,500001
2612,980,324,500001
4518,1489,559,500001
3095,1173,424,500001
1476,613,223,500001
440,322,218,350000
1559,600,242,500001
2297,814,283,500001
2999,927,369,500001
830,353,153,500001
2410,934,377,500001
1601,629,215,500001
370,153,53,500001
1103,415,154,500001
6373,2149,798,500001
949,399,149,411300
2297,1086,381,334600
950,404,195,319200
1564,761,270,318500
4974,2222,774,364300
7077,3502,1148,345100
4768,2199,805,331100
3456,1527,535,368000
1574,672,241,355800
749,355,124,371800
1209,801,259,500000
11999,5467,1989,354300
1799,576,277,500001
1054,400,161,456300
573,232,92,500001
2607,1346,507,277700
2762,1581,502,319400
1746,941,220,286100
5652,2312,1294,295300
1830,1515,220,450000
2746,1076,380,348700
3578,1504,618,395000
1080,524,251,327300
1985,1092,548,290900
2864,1404,603,263800
2377,1007,328,500001
3563,1479,575,438400
2077,705,256,500001
1729,801,395,357500
2703,1383,631,340400
4257,1861,950,294500
2491,1091,576,279500
984,777,313,275000
1332,746,310,357400
1156,521,304,320600
1028,753,356,243800
1170,681,346,255000
1643,1253,499,267000
1572,790,384,279200
3265,1256,443,500001
1837,711,355,443000
1462,678,322,418400
2408,1005,497,458600
1486,758,409,320600
977,412,272,300000
3725,1304,527,500001
3262,1265,502,381800
2183,988,351,384400
2220,927,355,376000
1781,663,358,293800
1489,700,268,289900
2114,973,367,351100
2261,763,294,415600
1251,503,283,353000
2526,1092,409,383100
1989,666,269,500001
2440,1011,442,443600
1402,654,385,318800
1257,671,263,280600
2801,1150,476,387700
2600,917,374,500001
2700,1995,383,500001
2790,1014,397,500001
5509,2591,979,500001
3202,1316,538,463800
1273,1082,325,228100
1961,1693,445,236000
1785,1267,380,251200
1814,849,420,364300
1452,1139,340,236800
1467,1404,374,241400
1673,1477,446,246700
1333,1369,381,232600
1364,804,400,293800
329,291,102,350000
725,582,214,362500
1826,1325,532,253600
302,392,114,258300
1838,851,576,237500
1560,1041,411,246900
1172,606,316,259100
840,488,270,258300
1802,1490,538,247900
1526,1633,449,226500
1635,1027,408,264700
1524,1257,398,250000
1610,961,351,260100
1759,980,402,261000
1411,1091,306,252900
2068,1898,570,230800
1034,997,308,231800
1648,905,307,335200
1706,628,243,364000
1604,904,337,336400
1846,748,329,326800
1858,865,460,312500
871,354,154,341800
3782,1742,751,395100
1225,694,306,255000
1215,1349,423,226500
2086,1701,530,236100
1383,677,362,281300
1208,603,297,500000
2982,1317,787,283200
3119,1459,562,340400
1997,826,301,500001
1448,978,338,261000
1364,638,238,413900
2024,907,335,392800
1853,878,338,335300
2365,1053,409,346200
1769,703,269,350000
1648,954,405,335000
1664,705,257,329400
1479,830,288,322600
1765,753,260,500001
3045,1002,488,500001
3865,1266,613,500001
1872,749,296,500001
3597,1207,479,500001
3188,984,376,500001
2665,794,311,500001
1705,886,391,297400
4489,2867,765,279700
3422,1763,601,301300
1112,411,245,314300
1414,889,345,250000
1921,951,334,346000
1834,1305,417,251000
2323,1301,478,300000
1671,1079,365,248700
3506,1362,483,500001
1951,681,350,500001
2512,919,341,425000
2718,1066,442,500001
622,278,139,335000
308,59,21,500001
4617,2303,923,230600
2469,1168,427,62100
2074,1035,359,400000
1289,693,237,230800
1337,671,225,226400
2647,1487,488,227900
2958,1348,617,215200
2137,916,338,394900
2426,966,419,290900
2136,1143,409,243100
921,434,219,500001
2536,832,385,309800
1601,731,285,259800
3942,1542,515,500001
1348,631,247,289400
2375,1048,369,375000
3478,1693,582,272300
2708,988,359,367000
2943,959,359,440000
586,317,74,84400
1874,820,315,390200
2992,1288,465,292900
3189,1200,442,226800
712,355,162,150000
3842,2490,662,120100
2143,929,315,269700
3124,1169,407,275100
1533,545,191,328700
2312,1084,388,194000
3415,1492,633,114800
1633,504,327,275000
2384,1323,400,157900
978,407,182,158000
3172,1538,473,168100
1932,874,312,141500
2649,1057,362,326800
2590,1093,338,341200
6986,2801,1212,212700
2019,1029,346,144700
2388,1117,375,164000
3119,1159,544,165500
2020,855,283,162500
1979,999,320,158000
2862,1384,463,158200
2580,1149,372,158600
2505,1162,382,195700
2131,1094,353,193000
1699,799,266,157700
3680,1678,569,201700
2197,1064,319,199600
1997,866,281,158900
1534,761,240,193600
1391,632,276,131500
3404,1579,639,146700
1966,985,403,136100
2020,692,310,181800
2844,1337,516,133700
2866,1311,578,186500
2980,1593,562,218300
2725,1466,488,128600
1433,1001,278,130100
1678,840,316,160700
2739,1171,413,162900
1799,1416,408,136900
3518,1386,572,151400
2298,1246,513,132000
2350,1291,515,130800
1932,1071,346,139800
2299,1245,395,148300
2069,1240,338,149800
2813,1144,490,226800
1774,724,237,152500
2712,1116,415,190100
1885,835,290,261000
5762,2551,919,137300
1619,1509,384,110300
1705,1605,307,113700
1920,1434,388,129300
1897,1353,357,131300
2374,1617,463,108300
1685,1290,368,112500
2121,2211,463,117600
1299,1158,223,129200
1228,851,341,113300
1248,986,272,104200
1949,1575,377,121400
1574,1772,463,90200
2481,1101,474,147200
1368,642,303,109400
868,1133,253,87500
2098,1252,492,67500
3004,2601,747,106400
2207,2232,543,98500
1877,1634,492,122700
1479,1057,459,162500
1058,891,243,120600
1702,1240,417,115500
1353,1322,336,97800
1401,1306,286,83200
1145,1107,296,89100
2090,1911,482,86100
711,384,116,73800
17738,12427,2826,28300
3069,1524,539,136400
562,504,147,118800
1298,1272,363,117500
2364,1520,529,129400
2482,1427,540,120400
1438,816,270,128100
686,614,200,83300
787,446,133,163400
2330,1255,449,134600
2696,1322,543,135400
1051,574,201,111500
2143,1167,548,103300
885,533,224,109300
2193,1074,377,130200
2549,1486,432,150700
2253,1197,384,134700
2265,1402,471,134000
2215,1544,527,135300
1182,733,251,131600
980,896,245,87500
1408,682,279,146600
1697,740,272,148000
1912,1009,417,138000
1226,484,224,112500
2571,1105,451,150000
1840,828,333,172400
3231,1739,581,142400
3329,1462,452,198300
2904,1302,618,135200
3376,1684,535,166600
2162,1010,332,239300
1897,915,336,172600
1933,1001,319,134400
2445,983,363,180100
2441,1392,434,142200
2185,827,336,223100
1868,522,255,249300
2830,1035,416,207200
2387,1051,382,152700
2535,1012,368,183800
1868,747,265,290600
2353,1420,389,125800
2054,1067,358,128300
2187,697,273,307400
1450,1258,607,225000
2741,2272,624,216700
2307,5723,615,37500
2472,1292,621,229500
1734,962,391,282500
2206,1227,554,223100
2367,1333,488,312200
2001,1170,330,268800
2168,934,366,280900
977,537,159,274300
4424,1839,601,331200
1765,1173,297,276800
4382,1728,587,432200
3488,1479,458,384400
1915,724,267,348200
4724,2394,738,261400
2786,1669,462,268300
3160,1514,523,271200
2143,1073,330,402600
1241,746,211,425000
1062,1058,305,316700
1576,1630,531,325000
1626,1580,359,187500
3678,1554,570,334000
3172,1467,559,288900
3592,1683,528,333800
1739,599,368,198400
2239,1016,434,295400
961,662,286,206300
1482,669,379,112500
1414,793,439,150000
1992,1622,509,228200
796,567,257,260000
798,699,301,205000
2552,1066,424,342500
3318,1604,404,500001
3104,1061,380,500001
2674,1176,416,280200
3143,1760,570,271500
2845,1456,454,276400
1479,977,309,271800
2864,1364,482,353400
3611,2089,540,276200
1141,1028,291,182500
1525,1075,374,186100
2453,1845,530,210700
1668,1143,365,181900
1007,581,240,237500
1034,531,223,227100
2082,1396,610,185300
1345,791,254,245800
241,385,64,212500
357,377,99,204200
2101,1212,526,239200
2584,1087,433,391300
2009,841,338,295800
2962,1215,506,301100
1449,676,282,292200
2142,846,375,421000
1809,863,302,330500
2189,1193,562,240900
454,366,140,187500
2562,973,398,330600
2125,930,387,299500
197,152,47,200000
2212,1195,532,209500
658,467,316,200000
1283,718,345,166700
1009,929,210,162500
1547,1493,543,212500
1495,1087,557,225000
1904,3561,632,187500
1562,1469,424,177500
1197,898,370,190600
1106,851,448,350000
1423,1013,428,204200
1390,921,352,188900
2087,1342,423,199000
1728,1146,391,193000
2879,2229,606,183100
1185,933,244,170800
2019,1243,518,193800
1086,715,226,193500
1566,1223,346,174500
1267,1018,327,194400
1704,1336,411,183500
1170,604,207,325900
1087,650,194,309000
2479,1990,506,289100
867,1264,227,302900
3500,3019,955,153700
1448,1094,331,174100
1557,1580,434,183700
5274,6234,1639,177300
2277,1718,434,185200
395,549,184,175000
3300,3120,1075,213600
3137,2048,651,270300
1192,1084,345,205900
1279,1254,340,192500
1014,952,215,172500
1242,1438,325,169300
1331,1276,389,172500
1105,982,206,184900
977,865,253,184800
1994,1014,389,223600
2125,1014,443,281100
