year,mileage,tax,price
2015,47331,125,10470
2015,14973,200,19970
2013,103000,20,9193
2014,119000,20,8492
2016,100000,0,10393
2015,109000,30,12794
2016,37235,0,11000
2016,41085,0,11999
2017,24505,145,17499
2017,29885,145,19500
2017,70816,20,13799
2016,44406,20,16999
2017,27743,145,14699
2014,40000,300,17999
2015,79813,160,9500
2014,7595,125,12799
2014,34452,125,10399
2015,108000,20,7793
2015,130000,0,6793
2015,128000,20,6791
2015,128000,20,6791
2016,122000,0,7791
2015,123000,0,6793
2012,43500,30,8899
2014,24076,125,14525
2015,54296,145,15499
2016,16063,30,16199
2015,43523,20,13599
2016,17104,20,15899
2015,21769,0,11786
2015,71494,30,15352
2016,18663,20,12999
2016,98791,20,10199
2013,63986,0,9312
2017,33130,145,18299
2016,38786,20,14821
2015,34116,125,15999
2016,32073,0,13799
2014,30603,30,15999
2014,29998,200,14799
2016,39238,20,14599
2016,34553,125,13699
2016,64713,160,16199
2015,53990,200,16638
2016,27354,30,15158
2016,87754,0,10923
2016,48573,0,15499
2017,40852,145,16499
2015,65799,20,13999
2014,70796,30,7875
2016,84049,0,9699
2018,8506,145,17499
2014,56180,30,9899
2017,29264,150,12000
2014,48030,0,12239
2016,11318,30,15499
2013,29899,125,8399
2016,28349,30,11663
2017,21396,20,16089
2016,33309,20,12710
2016,41656,30,16750
2016,14790,160,19999
2017,16951,125,19599
2016,63562,20,9999
2012,57080,300,18299
2017,33112,145,17750
2014,37357,200,17499
2016,40984,145,19499
2015,25447,145,16999
2016,46616,30,15999
2017,14751,20,18599
2015,54735,0,10249
2015,41843,0,9999
2015,74209,0,8599
2016,31461,0,10159
2016,37812,125,11250
2017,15183,145,27499
2016,85503,200,16749
2015,38456,30,14999
2019,2504,145,16499
2015,57345,20,10195
2017,27015,145,12313
2017,25737,125,17749
2016,65436,0,9249
2016,44652,20,13699
2016,17374,160,17695
2016,48090,30,11999
2016,55514,30,15495
2012,62898,160,10999
2016,24755,0,10726
2016,25818,0,11447
2017,25562,145,17995
2015,47694,30,15800
2017,40930,145,20000
2016,56904,30,16295
2017,13063,145,22199
2015,37314,145,13650
2017,18153,145,18000
2016,48764,0,13476
2016,36483,160,18625
2015,28457,125,15995
2016,42624,145,17250
2017,29155,0,9999
2013,37362,125,10000
2017,25777,125,16595
2017,21054,30,14761
2017,10909,0,11949
2013,49898,125,10328
2015,37759,0,9999
2014,55433,200,13499
2018,19132,150,38880
2015,25026,30,11960
2015,20517,20,15699
2017,10987,145,20499
2016,28369,30,12760
2015,24204,260,20999
2014,33679,160,14599
2016,19752,20,15299
2015,31983,20,10451
2014,63000,235,13525
2016,27809,200,20499
2016,58689,30,14406
2016,46636,125,14551
2016,39937,30,13500
2018,17703,150,26850
2019,2805,150,41880
2019,17102,150,19930
2019,4569,150,21430
2019,5262,150,20880
2019,5148,150,19650
2014,31036,20,11499
2015,13357,160,17299
2016,33534,0,9999
2016,20681,30,14890
2017,58097,145,17499
2015,42195,30,14536
2016,62266,20,12999
2013,59447,0,7299
2014,53785,30,11644
2015,39207,0,11655
2015,55457,165,18780
2016,53801,200,25930
2017,24193,150,23830
2019,9641,150,82930
2018,13953,150,18350
2019,12998,150,43930
2019,10936,150,26480
2019,5126,150,25480
2015,33333,145,14548
2016,34979,30,11762
2014,39358,200,16999
2016,21700,0,10799
2019,16520,150,21880
2016,65401,200,18999
2013,43052,235,16999
2016,51708,160,16999
2016,36942,30,11673
2012,84332,125,9999
2012,84535,30,8147
2019,12687,150,43930
2017,26785,240,26430
2019,11636,150,32900
2016,25200,150,16995
2016,15683,0,11999
2016,72643,20,13495
2013,17956,125,9791
2019,8501,150,25350
2019,8619,150,25450
2019,3510,150,25280
2019,11999,150,33480
2019,4521,145,22600
2015,58680,20,11799
2015,26153,200,18499
2013,55856,0,8799
2016,35930,30,13499
2017,27385,0,12799
2016,82785,20,11513
2019,5756,150,20930
2019,14476,150,20480
2019,9583,150,22930
2019,9377,150,33880
2019,14362,145,21880
2019,9999,145,33930
2017,3793,145,34930
2019,3294,145,21780
2019,13450,140,29930
2020,2749,145,24880
2018,14882,145,20680
2017,23548,145,19430
2017,4510,145,33330
2020,4563,145,29930
2016,64685,240,24430
2019,7523,150,21380
2016,37998,160,23400
2019,16581,150,21930
2020,4521,145,29930
2020,3854,145,28900
2020,3452,145,28900
2016,76860,20,11795
2016,92930,125,12000
2014,80120,30,10000
2015,25988,160,17850
2020,4521,145,32880
2017,14257,145,18930
2020,5412,145,36930
2020,2415,145,24480
2020,4521,145,26880
2015,49373,125,19780
2020,4526,145,26430
2019,2000,145,20880
2016,82970,145,12795
2014,106420,30,11000
2015,99590,160,12500
2015,120500,30,10795
2016,103040,20,7500
2014,39562,30,13199
2019,9244,145,52600
2019,8968,145,23880
2019,2541,145,43930
2017,24833,145,17780
2019,4599,145,26700
2019,6785,145,46480
2019,3500,145,24300
2019,3841,145,20430
2020,3452,145,49800
2020,4521,145,27900
2020,6524,145,31680
2016,10931,200,21200
2020,3524,145,26880
2015,41402,20,10467
2015,46526,0,9499
2016,119880,30,11295
2015,114520,30,14000
2020,7791,145,43950
2019,1870,145,33950
2019,8910,145,45850
2018,26885,150,60750
2019,6888,150,28950
2019,790,145,23950
2019,121,145,27950
2018,18887,145,17250
2017,36775,145,19950
2017,56885,145,18950
2019,3750,145,24650
2020,3558,145,47950
2020,3200,145,36950
2018,15981,150,29350
2017,47108,150,14450
2019,8140,145,26350
2019,16,145,49750
2019,6124,145,33650
2019,1190,145,23950
2019,3225,145,34950
2017,34440,125,16750
2018,26265,150,21950
2019,125,145,26450
2019,5800,145,28950
2019,121,145,46950
2016,75869,0,8500
2016,41135,30,15000
2014,50416,0,7599
2015,59117,125,11000
2013,40328,30,10499
2015,29119,30,11000
2016,40584,160,23499
2013,80814,0,6299
2016,32467,20,11000
2015,36196,0,10000
2015,64266,200,17000
2015,62632,20,10000
2016,28646,145,16499
2016,30836,125,11499
2017,20549,145,12000
2016,38938,30,12999
2017,24068,30,17999
2015,36435,200,17999
2014,81008,20,7699
2015,27736,145,14699
2015,81790,125,12000
2016,121200,30,12000
2015,79070,145,11500
2014,94410,30,9895
2015,57140,160,15295
2016,117740,30,9500
2015,100860,0,9500
2015,61220,0,9000
2016,87234,30,11499
2015,68899,20,10000
2017,29500,145,19985
2015,30554,160,15950
2015,46558,200,18950
2019,3833,145,18450
2017,29854,145,21500
2015,121420,0,9795
2016,88340,0,8295
2015,86540,20,10495
2014,92160,200,13500
2017,77240,145,14795
2016,16552,30,11450
2017,33005,145,12950
2017,24885,145,24750
2018,25448,145,22750
2016,29702,0,10950
2019,9788,145,35850
2016,28221,165,18500
2017,14623,150,19000
2016,25726,20,14200
2017,16390,150,14400
2017,19471,145,19300
2017,27285,145,20000
2018,37449,145,17000
2016,33538,30,17700
2015,36343,20,15000
2016,14521,30,12500
2017,15322,145,15400
2018,14655,150,14450
2019,12354,145,33950
2017,9088,145,17950
2017,23052,145,18600
2017,14079,145,24700
2015,25956,205,29950
2012,48000,20,6695
2016,36615,145,17499
2019,6481,150,22450
2019,6481,150,22450
2016,38155,20,16000
2018,26520,145,53950
2017,35652,305,45950
2019,9150,150,54950
2019,351,150,31450
2019,354,150,31450
2020,998,150,32950
2019,9970,150,26750
2019,9647,150,29450
2018,18254,150,19450
2015,18885,160,19000
2018,14755,150,22950
2020,4500,150,39950
2020,8500,150,61950
2016,22652,0,13450
2017,28685,145,21950
2017,68454,150,19950
2019,3003,150,35950
2019,14738,150,23450
2019,9527,150,23950
2019,2936,145,26450
2020,6552,150,21450
2019,3544,150,28450
2020,5500,150,28950
2020,5520,150,23950
2020,4541,150,21450
2019,6521,150,28450
2018,27258,150,54950
2018,5044,150,95950
2015,48540,200,18950
2019,6500,150,26950
2019,8955,145,30950
2017,32655,145,46950
2019,5345,145,25950
2017,27554,145,16950
2019,6525,145,21950
2019,2500,145,74950
2016,20589,145,16499
2017,38770,20,12699
2015,31332,30,10999
2017,25720,20,13000
2019,6844,145,22950
2019,20,145,39950
2019,5000,145,29950
2016,35685,0,11950
2017,15083,145,12995
2019,112,145,33950
2020,6685,145,43950
2020,3200,145,45950
2020,5500,145,34950
2019,6500,150,26950
2019,6552,150,24450
2019,6500,150,24450
2019,6500,150,20950
2019,3555,150,24950
2017,18352,150,22950
2018,14544,150,20950
2019,15516,145,31950
2017,53544,145,20450
2017,30562,145,18950
2019,1985,145,21950
2017,29888,145,21450
2017,24885,145,21950
2019,8000,145,48950
2017,19422,150,21000
2019,13542,145,25950
2018,28950,145,16950
2018,13558,150,32350
2015,74369,30,8395
2014,43752,555,44491
2019,5000,145,29950
2019,3530,145,25950
2019,4530,145,31495
2019,5310,145,29950
2019,5630,145,32950
2019,6500,145,22950
2016,30122,150,22450
2015,47178,165,15950
2016,10380,30,12750
2020,875,150,55750
2017,15336,150,28350
2014,44015,20,10800
2017,24736,150,12400
2014,46302,30,9300
2016,66680,0,11200
2014,42953,20,12000
2016,47602,30,13500
2015,48034,30,13500
2019,6471,145,26950
2017,40652,0,10450
2016,32542,30,16450
2016,33641,145,18000
2016,53947,145,16500
2016,21764,0,11600
2017,22640,150,19600
2017,20000,145,17400
2015,26145,160,16300
2015,40000,160,15500
2017,12993,145,17700
2015,33000,125,14800
2016,12445,20,12900
2016,38207,30,12500
2017,34311,30,11000
2015,25621,0,11000
2016,23549,30,14500
2017,32378,0,11000
2017,26931,30,17450
2016,43316,200,19600
2017,31494,145,16500
2014,29319,145,19800
2017,26951,150,16300
2019,17175,145,17500
2017,33679,145,19400
2016,62926,235,22700
2016,50900,20,14900
2018,22496,145,14500
2016,41333,30,16400
2015,34540,30,11300
2017,28337,20,12800
2015,26382,150,14500
2016,40424,125,12000
2016,27226,20,12400
2015,33459,325,26200
2015,21565,200,19200
2015,4984,30,15500
2017,22133,145,23500
2016,11369,20,16500
2019,9134,145,25300
2018,21000,145,19000
2016,19856,30,17400
2014,55000,125,7800
2017,73872,150,18500
2017,13466,20,12600
2017,36943,150,16000
2013,54766,125,7200
2013,59438,125,9000
2017,19836,145,17000
2016,41185,200,19400
2015,30000,200,19600
2014,40000,260,22200
2016,14502,0,11100
2017,42118,145,16400
2016,14510,30,16100
2016,57000,20,11900
2016,54425,30,14000
2014,41921,30,12800
2016,56603,30,11800
2013,32412,125,13100
2014,69682,260,19400
2017,36935,145,12000
2015,54890,125,13300
2017,48747,150,15850
2016,29526,0,11000
2015,16375,125,15800
2014,18954,125,11400
2015,30000,160,17100
2016,38564,145,16700
2016,74904,125,14050
2018,30116,145,16200
2016,46557,200,19400
2016,37874,30,12300
2017,55000,0,10400
2017,25000,125,13500
2016,12650,0,11300
2018,11396,145,19100
2017,15421,145,11500
2013,40510,200,13700
2014,53900,20,9200
2017,18476,145,18200
2017,30804,30,17000
2018,13811,145,17700
2015,46525,160,16200
2016,25000,20,15300
2015,24642,30,11300
2017,32106,145,13800
2016,30999,30,12900
2017,9450,145,16700
2016,52074,145,15700
2014,51541,200,17450
2017,16000,145,19200
2016,16813,145,16200
2017,36000,145,11300
2014,33507,30,14800
2017,20000,145,37700
2016,21732,125,14400
2017,28105,30,16600
2017,12889,145,20700
2016,18725,20,14000
2016,23212,125,13500
2016,42103,125,17200
2017,21218,30,19000
2017,37344,30,16800
2017,28047,145,17700
2015,40573,0,9800
2016,19005,150,19500
2017,22040,150,27000
2016,30590,30,12000
2015,26240,160,18500
2016,35002,30,11000
2017,47098,145,14000
2013,49826,30,9000
2016,35981,30,13000
2017,16340,145,14300
2016,24168,160,17500
2015,36921,30,12800
2017,32596,150,11800
2016,33638,20,15200
2017,22300,145,13200
2017,23785,145,15800
2017,13510,145,13700
2016,36120,0,10995
2017,27626,150,11495
2015,49359,20,13800
2017,9610,145,27000
2017,15144,0,11300
2017,11032,150,16000
2018,4552,150,14450
2015,34076,0,12800
2017,24756,125,16300
2016,41854,325,49500
2016,42164,30,16500
2016,44457,30,13500
2016,41816,0,10500
2018,32389,150,22300
2016,36867,20,15500
2016,19542,30,17500
2016,14390,30,15700
2015,13842,20,12200
2017,23994,145,19600
2018,23611,145,18500
2016,30092,30,17200
2017,33187,20,16000
2016,28072,20,16000
2016,27642,30,12900
2017,30233,145,16000
2016,45907,30,15800
2016,45211,145,17500
2016,45188,20,13000
2015,20578,160,19500
2017,19333,20,16400
2016,31731,145,18000
2016,37655,20,16000
2016,16133,0,11800
2015,20048,0,10800
2017,29924,160,19500
2015,36496,145,17500
2017,22889,145,15700
2017,54181,145,16400
2016,38895,125,17000
2018,17560,145,16700
2017,25302,145,16500
2016,26012,20,12500
2016,36967,30,17000
2016,26059,30,16800
2016,44912,205,18800
2018,22383,150,15000
2015,32472,30,13000
2015,41329,20,13700
2017,25986,165,21500
2016,29701,20,11500
2018,10844,150,17000
2019,5638,145,32000
2017,43528,30,18300
2018,23541,145,16000
2017,27607,200,27000
2014,38403,200,13000
2017,28065,125,16500
2016,32498,150,18300
2016,52775,20,15300
2017,42235,145,14000
2018,18000,150,17400
2015,29544,0,9600
2016,94940,30,13500
2015,72260,0,11295
2013,93080,145,12000
2014,124460,145,7195
2014,60770,30,11495
2015,108950,20,7295
2015,99280,20,10000
2015,64850,145,13500
2014,107200,200,11295
2014,104290,125,8795
2014,53460,30,14000
2015,100000,20,8195
2015,90430,145,11795
2016,76890,30,13500
2014,93060,20,9795
2017,97530,20,13000
2014,60670,145,11795
2015,101300,20,7500
2016,84790,30,12795
2013,69670,145,10500
2016,111700,20,7295
2016,46771,145,15000
2016,77128,20,11000
2015,67830,0,8099
2016,79252,30,13999
2013,92083,145,10499
2016,57716,235,22999
2016,33035,0,11000
2015,37847,30,9999
2015,21872,125,10000
2015,66851,30,12499
2017,15830,200,25999
2016,26818,200,21999
2015,48904,200,17499
2016,46919,235,23499
2018,16897,145,19499
2016,31237,20,14999
2016,67044,20,12699
2016,27961,30,15499
2015,21794,125,13799
2015,51493,20,11499
2013,48521,200,13000
2012,63945,20,9500
2016,31446,20,14000
2013,36516,150,12500
2017,30945,0,10500
2017,32863,150,17500
2016,34236,115,17500
2017,21713,0,11300
2013,47805,200,11299
2016,31088,20,14499
2015,74413,125,10699
2017,38711,20,15000
2016,92749,145,11999
2015,45748,160,14999
2017,29741,125,16295
2014,59595,30,9495
2013,18330,200,17995
2014,56000,20,10750
2017,21022,145,16489
2018,10722,145,19000
2019,12928,150,19300
2016,29928,30,14800
2015,20567,30,11300
2016,20405,145,18100
2015,33802,20,15400
2014,49989,555,26995
2004,100730,325,8995
2017,21134,145,17980
2016,36974,20,13398
2014,16675,200,18995
2015,54495,125,14995
2017,37520,150,18995
2014,48000,0,9395
2017,13671,145,20350
2018,9938,145,15000
2015,44821,0,9500
2016,16948,20,13000
2012,36867,235,11989
2016,26584,0,9190
2015,33737,160,15890
2015,18693,145,14290
2018,5033,145,16235
2017,15917,145,17399
2017,27347,30,15199
2016,86555,20,12599
2017,64962,145,15000
2016,21362,20,11499
2014,36746,125,14299
2016,35606,20,13499
2016,23947,30,12699
2017,38176,0,10175
2016,27097,30,17000
2015,38573,125,15499
2013,46333,30,9500
2016,81190,20,13000
2014,64880,30,12295
2017,85340,160,15000
2016,38375,0,9699
2016,84252,30,14499
2013,82943,200,10999
2012,84356,200,12699
2015,84778,30,11675
2016,21161,20,12900
2012,43133,0,7714
2017,27501,30,12500
2016,30000,0,9999
2015,71920,30,10099
2016,18469,20,11299
2016,55689,30,13999
2014,77111,30,8599
2017,28367,145,19599
2012,65675,555,17999
2016,24069,145,18400
2016,29961,20,16000
2017,41252,30,16800
2014,28801,30,10485
2013,65000,0,6485
2015,71787,30,11399
2017,15759,30,20499
2015,56040,30,12199
2019,5977,145,16500
2016,37004,20,15000
2016,40187,0,15000
2017,30984,145,18500
2016,19645,0,11600
2016,29777,160,18900
2015,20451,145,17000
2016,17608,0,11399
2015,36477,0,10599
2015,57397,0,8751
2015,54292,0,10199
2015,68446,0,8199
2016,92064,20,10799
2013,50577,30,9499
2016,73471,30,13312
2016,45799,20,12914
2016,12067,20,15879
2017,17918,145,19299
2015,27666,30,12300
2016,26991,20,16000
2016,29563,20,15800
2016,48297,0,9499
2016,44531,20,13100
2016,50900,30,13502
2016,38673,0,9432
2015,13741,30,11799
2014,48548,30,11941
2015,35622,20,11332
2016,55162,30,17199
2017,29110,160,19499
2016,29454,0,15500
2017,26894,145,15300
2016,36459,30,16800
2017,25842,145,18300
2016,23592,30,15700
2016,17358,0,12000
2016,36639,30,10800
2016,29987,125,20999
2015,30854,0,10899
2012,46942,0,7099
2015,10747,30,12681
2015,56104,0,8499
2015,87393,30,12499
2015,61710,30,10000
2016,24672,30,12866
2016,33560,0,10289
2016,26862,125,17400
2016,34890,30,17000
2016,24259,20,12300
2015,23121,30,14499
2013,60028,0,7699
2016,32726,30,14399
2017,28015,145,19499
2016,30595,20,15499
2013,32365,125,8889
2017,28831,145,14250
2015,27376,20,14278
2015,47881,145,16999
2015,70284,20,9499
2018,15044,145,20550
2014,80951,30,12170
2016,32657,125,15486
2016,33391,200,18500
2017,30177,145,22500
2016,53342,30,15200
2018,15844,145,19000
2014,44638,30,15300
2017,15004,145,16000
2016,29606,0,11400
2017,9676,145,16999
2014,37113,200,18450
2019,8397,145,22500
2017,44156,20,14315
2016,13483,160,19995
2015,29584,160,13799
2017,18830,20,13999
2017,29328,0,11999
2016,21246,20,11199
2017,44493,145,15699
2014,65604,0,8150
2014,123445,30,10950
2008,52500,580,33950
2019,10000,150,54500
2013,37141,0,8150
2014,55317,200,12350
2016,46665,20,13676
2016,52519,20,11871
2015,24339,145,16999
2016,37920,20,10955
2016,54150,30,12046
2016,29613,0,11646
2015,38689,20,11000
2015,78205,20,9705
2017,25793,125,15599
2016,17855,30,17699
2016,19865,0,10999
2017,22579,555,44991
2017,19068,150,22991
2016,32707,200,16900
2015,87652,0,10999
2015,80973,20,9399
2017,35662,145,19999
2016,21968,145,19499
2012,75187,125,6999
2014,74074,145,12690
2015,91334,0,8299
2016,38537,20,10999
2015,69888,0,8554
2017,20466,0,11773
2012,76866,145,10874
2013,57309,125,9235
2017,28194,145,19999
2013,67376,200,13991
2016,45128,160,17491
2016,46324,300,29991
2016,71734,20,11991
2016,41677,235,24991
2017,26522,145,33991
2017,31739,145,20000
2016,75494,30,12799
2016,75891,200,17550
2016,23307,0,11299
2015,60834,20,12000
2013,56123,0,7799
2011,74408,145,12750
2019,4284,150,28990
2017,29332,165,23490
2017,13425,150,24490
2015,28895,30,13990
2016,44717,160,19690
2015,40293,160,17190
2014,77701,125,10100
2016,36281,0,10999
2016,53531,30,16999
2016,33007,20,13375
2016,31223,20,11999
2016,34886,0,10499
2014,71836,30,8999
2016,40001,160,21490
2017,38300,145,27490
2019,738,145,22990
2020,2500,145,27990
2015,78011,20,9299
2015,60585,0,8799
2017,31744,125,14699
2019,7500,145,33990
2015,52133,125,17190
2016,39255,20,16290
2017,18190,30,14690
2015,52838,260,20490
2019,14060,145,30490
2018,8792,145,17690
2018,21829,145,23990
2019,6453,145,19790
2019,6500,145,43990
2017,29311,145,28190
2016,35916,20,16490
2017,16353,125,17490
2017,5183,145,18990
2016,35506,235,25690
2017,33574,145,13290
2017,16975,555,43990
2016,37534,20,17290
2019,3798,145,33490
2018,11802,145,23490
2017,25249,145,13490
2017,7903,145,12990
2020,10,145,34990
2017,17713,150,13690
2018,10436,150,14990
2016,74896,235,27490
2017,16744,145,18290
2015,29957,160,17990
2016,77818,200,28990
2016,42395,30,15990
2017,28500,150,22490
2016,37870,205,21490
2019,1500,145,26990
2019,3500,145,27490
2017,20473,145,17990
2017,11479,145,25990
2018,17711,145,23990
2019,5200,145,30990
2019,5000,145,34490
2019,4000,145,29490
2019,6000,145,29990
2019,2000,145,29990
2019,8500,145,26950
2016,48669,125,19990
2019,6000,145,45990
2016,96300,20,8000
2019,4654,145,28990
2017,24780,125,15480
2015,31064,0,9245
2019,500,145,27990
2019,1780,145,29790
2017,30390,30,13490
2017,26653,145,21290
2019,9124,145,27490
2019,6392,145,39990
2020,320,145,42490
2019,7000,150,29990
2012,44331,125,10290
2013,69410,125,12795
2014,53540,205,12195
2013,108220,150,9000
2015,104460,0,7295
2016,68310,20,13500
2015,91400,20,8695
2019,51,145,53990
2019,1624,145,26990
2019,5500,145,25990
2019,8000,145,29990
2019,2500,145,23490
2019,4000,145,23290
2019,4000,145,28490
2019,3955,145,29990
2015,38497,30,14490
2020,80,145,28490
2016,32969,30,12490
2016,13742,30,12690
2015,46940,145,17290
2018,9735,145,29990
2015,22266,30,10799
2018,9807,145,12980
2011,94000,300,16494
2016,36181,20,15500
2018,7020,150,17599
2016,31000,20,14500
2016,77700,125,17000
2016,106000,200,13250
2020,10,145,54990
2016,55781,200,20490
2015,66790,205,15500
2015,71960,125,12500
2012,100230,150,7500
2014,98520,20,7295
2016,88230,0,10500
2012,54080,160,11000
2017,12500,150,25490
2018,23000,150,20990
2018,25000,150,18790
2016,99740,0,9795
2015,103370,20,10000
2016,68180,160,18500
2014,55150,160,13295
2015,96230,30,11695
2015,73010,200,17000
2014,77590,30,9000
2016,116310,0,7500
2015,50500,160,16490
2014,42869,30,9290
2017,27647,150,26490
2013,38431,20,11990
2016,76640,30,13795
2015,82820,260,20000
2015,76518,260,20295
2020,5500,145,47990
2012,27280,145,10790
2017,16872,150,12990
2016,25189,150,19290
2016,71870,200,18000
2015,68260,30,11295
2017,111890,20,11500
2015,120860,125,10500
2016,79500,20,11795
2012,103160,145,7995
2019,6450,145,26490
2017,1928,150,17290
2016,25103,0,12490
2017,25774,150,12290
2015,45000,20,11490
2017,37091,150,24290
2016,101860,30,11000
2015,83990,30,11000
2015,81590,30,11895
2015,113420,205,10000
2014,111460,30,11000
2014,75550,30,11500
2013,129680,30,6000
2016,48860,20,14000
2015,118330,30,10500
2016,84380,0,11000
2015,113110,20,9795
2016,76070,30,15000
2013,96840,125,7500
2016,97150,20,10695
2017,90620,30,13000
2015,104550,145,8795
2015,107390,30,12895
2013,55000,30,11290
2016,56919,20,16490
2015,36786,125,15490
2019,2200,145,30990
2017,8976,145,24790
2016,31072,20,16490
2019,10,145,28490
2019,10,145,28490
2019,600,145,20990
2019,1000,145,31990
2019,750,145,29990
2016,40164,30,17490
2016,28290,30,17790
2017,40763,160,25790
2019,3500,145,29990
2019,8050,145,23290
2016,11998,160,21490
2018,26796,145,24790
2014,57120,30,13790
2017,40378,145,23490
2016,33334,30,17290
2017,16821,200,23490
2017,44691,200,33990
2019,1200,145,29990
2019,4983,145,27490
2019,8547,145,25990
2019,7010,145,24290
2020,500,145,35490
2020,500,145,38990
2019,6500,145,36990
2019,10,145,29990
2019,10,145,30990
2019,10,145,29490
2019,10,145,31990
2019,10,145,29990
2019,50,145,42990
2020,10,145,29990
2015,27699,20,13290
2018,17411,145,26490
2016,42500,0,10290
2019,5831,145,27490
2017,58727,145,19990
2017,33406,145,13290
2019,750,145,29990
2019,1000,145,27990
2019,1750,145,27990
2016,32868,30,16490
2020,1000,145,47990
2017,13248,125,19490
2020,500,145,32990
2020,500,145,35990
2020,500,145,29490
2019,1000,145,27990
2019,750,145,25990
2019,2250,145,26990
2019,2500,145,27990
2019,750,145,25490
2019,6000,145,26990
2019,10,145,51990
2020,10,145,42490
2020,10,145,30990
2016,31617,30,12999
2018,60899,150,18990
2013,81957,205,14990
2017,43708,150,21490
2017,36000,150,20495
2016,32000,165,24990
2020,3455,145,37990
2017,16514,150,19445
2016,53000,145,17695
2013,42000,205,13895
2017,22492,145,18995
2018,18532,145,16577
2018,9571,145,19395
2003,129000,325,2495
2016,57097,0,10990
2016,29858,30,17990
2020,150,145,32990
2017,21113,150,19445
2017,19948,150,18490
2017,53596,150,20990
2016,44000,20,10490
2017,27369,150,13990
2015,79197,20,13990
2020,1350,145,27490
2019,1250,145,35990
2019,1000,145,67990
2018,7442,145,23245
2017,24755,145,18495
2014,47000,20,11990
2015,54623,20,13240
2018,27928,145,21490
2018,20500,145,23990
2019,10000,150,18990
2015,37238,0,11490
2015,60043,205,27900
2016,31436,0,11490
2019,3250,145,27990
2019,4750,145,28990
2019,2750,145,27990
2019,3000,145,23990
2019,10,145,27990
2020,415,145,41990
2019,3466,145,35990
2014,60000,165,11990
2013,42300,150,12990
2017,26500,150,11990
2014,32000,0,10495
2014,52000,30,9495
2017,36187,20,17445
2019,8065,145,27990
2017,12659,145,28990
2017,32310,145,33995
2016,73156,240,23795
2016,23000,0,11990
2017,35000,125,17490
2018,18000,150,20990
2013,29180,30,9995
2014,38473,205,17990
2015,41101,20,14995
2016,15901,165,21995
2016,49461,125,17995
2019,1335,145,59990
2017,16829,145,17995
2017,39309,145,24490
2016,19151,260,23995
2019,40000,145,26490
2020,203,145,37995
2020,5000,145,20995
2016,39463,0,12490
2017,39929,145,17445
2019,1082,145,37490
2019,2100,145,37900
2019,3454,145,49990
2020,1500,145,30990
2019,6826,145,28490
2016,18578,200,34990
2017,27411,145,11495
2017,17486,125,20995
2016,27416,125,17495
2019,10,145,33990
2019,67,145,37990
2019,10,145,41799
2019,4298,145,31990
2019,10,145,41495
2019,3986,145,36990
2019,3552,145,35990
2020,500,145,34490
2020,500,145,37490
2020,250,145,78990
2017,33050,145,28290
2016,44705,235,31990
2020,750,145,32490
2015,39608,30,13290
2019,50,145,31900
2019,2302,145,34990
2016,15352,0,12790
2019,1705,145,34990
2017,46520,145,18990
2018,6359,145,21490
2019,1000,145,53490
2019,3212,145,25990
2019,10,145,45490
2019,4826,145,33990
2019,10,145,54900
2019,6464,145,25990
2019,1596,145,28990
2019,10,145,33990
2017,10490,145,24490
2016,20257,0,11645
2019,4850,145,38990
2017,11570,30,12990
2019,750,145,26990
2017,9865,145,17990
2015,40479,20,17495
2016,33719,30,14345
2017,26500,145,16495
2019,2240,145,34990
2019,7881,145,34490
2019,3439,145,35490
2019,8480,145,23240
2019,10,145,30990
2019,10,145,31490
2019,10,145,38990
2019,10,145,27990
2019,1639,145,23990
2015,28123,555,43990
2016,20052,160,18790
2019,6648,145,27490
2019,6688,145,24999
2019,5973,145,25990
2018,9231,145,22990
2019,1000,145,39995
2019,4100,145,56795
2019,10,145,33990
2019,67,145,34990
2019,2475,145,28990
2019,5743,145,29990
2019,569,145,45990
2019,2011,145,29990
2016,26895,30,11990
2020,101,145,28490
2020,94,145,27995
2019,86,145,29990
2019,2247,145,32490
2019,4022,145,29990
2018,9000,145,23490
2020,157,145,31990
2019,5100,145,27490
2016,83020,30,13995
2020,5000,145,38990
2019,10,145,26990
2019,1707,145,23990
2019,529,145,33490
2019,1692,145,23990
2019,6675,145,35990
2019,2776,145,29999
2019,2808,145,37990
2020,244,145,28445
2017,33056,145,24495
2016,30736,30,13990
2016,38856,145,18490
2018,14859,145,29995
2019,2250,145,26990
2019,3883,145,32990
2019,97,145,29495
2019,6845,145,27990
2018,11000,145,19995
2019,5680,145,49495
2018,7266,145,28995
2020,240,145,26490
2019,7961,145,67495
2019,4680,145,23990
2019,1587,145,22990
2019,4717,145,21990
2019,4877,145,22490
2019,10,145,26990
2017,24000,145,18395
2002,99000,295,2876
2019,10,145,44990
2019,2260,145,27990
2019,2349,145,22990
2019,7029,145,27990
2019,220,145,33990
2019,10,145,44990
2019,10200,145,38490
2019,9150,145,27999
2016,12900,0,12490
2016,21516,30,14245
2016,40500,30,17990
2017,20508,145,20495
2018,12134,145,15490
2019,10499,145,32490
2019,3225,145,31990
2019,2673,145,38250
2015,41594,205,16950
2015,29255,30,12950
2017,21000,150,15450
2007,125000,305,2675
2005,123000,300,3195
2019,2000,145,28490
2016,63938,160,16450
2016,52653,30,15995
2017,10081,150,23990
2019,10,145,29995
2019,10,145,29995
2019,2688,145,28490
2019,2632,145,39990
2019,3651,150,18950
2014,50652,0,10950
